title,year,type_raw,ris_type,doi,url,keywords,abstract,source_file,sheet,doi_key,title_key,fa_key,year_key,dedup_key,score,authors_joined
Impact of foreign trade and investment on Nigeria's textile industry: The case of China,2012.0,Article,JOUR,,,Textile waste AND textile recycling AND circular fashion AND Africa OR any African country OR region,"The textile industry in Nigeria is the third largest in Africa after Egypt and South Africa. It is the largest employer of labour in the manufacturing sector. The industry is mainly controlled by large private sector firms, often with substantial foreign participation. Low productivity levels limit Nigeria’s export possibilities. Nevertheless, the substantially liberated economic environment and the opportunity Nigeria offers to avoid quota restrictions under the Multi Fibre Agreement (MFA), which is not applicable to Nigeria have induced some foreign entrepreneurs, mostly from Asian countries, to establish export-oriented plants. The bilateral trade between Nigeria and China has grown steadily since 1971 as the volume of trade between the two countries in 2009 hit $6.373billion. In order to analyze the effects of higher imports over exports on the textile industry and the aggregate economy, the complete structural model is constructed with market equilibrium identity, such that total supply of agricultural, industrial, and oil sectors equal aggregate demand. The effect of imports on other macroeconomic variables was tested using nth order vector-regressive model. More private investments are highly needed in the Nigerian textile industry to make it internationally competitive.",Textile Waste,DATA,,impact of foreign trade and investment on nigeria s textile industry the case of china,ma,2012,impact of foreign trade and investment on nigeria s textile industry the case of china|2012|ma,6,"MA Eneji, IJ Onyinye; DN Kennedy, SL Rong"
Impact of Plastic Pollution on Public Health and the Environment: Strategies for Mitigation in African Urban Centers,2025.0,Article,JOUR,,https://www.scribd.com/document/869282851/Impact-of-Plastic-Pollution-on-Public-Health-and-the-Environment-Strategies-for-Mitigation-in-African-Urban-Centers-www-kiu-ac-ug,“Plastic pollution” AND “Plastic Packaging waste” AND “waste to value” AND “Africa”,"Plastic pollution is an escalating environmental and public health crisis in Africa’s urban centers, driven by rapid urbanization, inadequate waste management, and growing plastic consumption. The accumulation of plastic waste in streets, drainage systems, and water bodies leads to severe environmental degradation and public health risks. This review examines the health impacts of plastic pollution, including respiratory diseases from toxic emissions, endocrine disorders from plastic additives, and vector-borne illnesses due to waste accumulation. Additionally, it explores the environmental consequences, such as soil degradation, water contamination, and biodiversity loss, which threaten food security and ecosystem stability. To mitigate these challenges, various strategies are assessed, including regulatory measures such as plastic ban and extended producer responsibility (EPR), community-driven waste management initiatives, technological innovations like biodegradable plastics and waste-to-energy solutions, and private sector involvement in sustainable practices. The study highlights the need for a multi-sectoral approach that integrates public awareness, stricter regulations, circular economy principles, and enhanced waste collection and recycling infrastructure. A coordinated effort among governments, industries, and communities is crucial for reducing plastic waste and its associated impacts. The review concludes with policy recommendations for achieving sustainable plastic waste management in Africa’s urban areas.",Plastic Waste,DATA,,impact of plastic pollution on public health and the environment strategies for mitigation in african urban centers,david,2025,impact of plastic pollution on public health and the environment strategies for mitigation in african urban centers|2025|david,7,"David, Bwanbale Geoffrey"
“Impacts of environmental regulation on business environment: the case of ban of polythene bag use in Rwanda”: case of Rwanda in the region “2007–2013”.,2016.0,Article,JOUR,,https://dr.ur.ac.rw/handle/123456789/88,Plastic ban OR Single use plastic ban OR Plastic bag ban AND Africa OR Kenya OR Rwanda OR Any African country,"Prohibition of manufacturing, importation, use and sale of polythene bags in Rwanda is in place since 2008 and cabinet passed the law banning the use of all non-biodegradable polythene bags from the country. Upon enforcement of this legislation, industries that manufactured and traded plastic bags, as well as exporters, businesses and people that imported them for sale and profit gains had concerns and they are facing a very big problem in terms of packaging cost. The ban has positive and negative impacts. On positive side Rwanda got regional and international credit for environmental protection and green economy. The ban might be the national proud in regards to have a green business and growth, and upholding the international recognition for the country cleanliness. On negative side the business community (some manufacturers, traders, exporters and importers) that were affected by the ban, the cost of packaging and production increased for local companies and reduced its level of competitiveness at national and regional level. Given the time, resources availability and the purpose of the research, sampling confirmed to be the right way to conduct this study, 7 represent the population affected by the mentioned law. Conducting interviews was considered as a method for this research, as a technique used to understand the business environment. Primary data were collected from Ministry of Trade and Industry in its unit in charge of Export and Import by using a guiding table format, with the aim of providing relevant information on this topic. This guided the researcher in gathering information and empirical analysis will be used to measure and interpret the data collected. Considering many macro-economic factors and economic integration principles such as comparative advantages, trade creation, trade diversion, economies of scales, aggregate demand and aggregate supply and many others, harmonization of the laws should at the same level in the EAC country members and encouraging investors to invest in recycling plants.",Plastic Waste,DATA,,impacts of environmental regulation on business environment the case of ban of polythene bag use in rwanda case of rwanda in the region 2007 2013,r,2016,impacts of environmental regulation on business environment the case of ban of polythene bag use in rwanda case of rwanda in the region 2007 2013|2016|r,7,R Kubana
Implications of Fast Fashion's Second-Hand Clothing Market on Seamstresses in the Ghanaian Textile Industry.,2022.0,Article,JOUR,,,Garment waste AND secondhand clothing trade AND informal textile economy AND Africa OR any African country OR region,"Researchers have argued that fast fashion's second-hand market has affected seamstresses' lives in various facets from business to livelihoods. This study seeks to explore effects the fast fashion's second-hand clothing market has on seamstress' business and livelihoods in Ghana. It also asks the question about how relevant formal and non-formal education is in the trade. Drawing on 12 semi-structured interviews in Accra, I argue that background, location, skill and education of seamstresses all contribute to the level of impact experienced by the SHC market on their business and livelihoods. The results suggest that there are both positive and negative impacts of the fast fashion second-hand market. The results also show that the effects of education are complicated, as both formal and non-formal avenues of training are accepted in the custom-made industry. Furthermore, fast fashion is portrayed as just one of the many ways neoliberalism affects the economy and the movement of materials between the global North and the global South.",Textile Waste,DATA,,implications of fast fashion s second hand clothing market on seamstresses in the ghanaian textile industry,voa,2022,implications of fast fashion s second hand clothing market on seamstresses in the ghanaian textile industry|2022|voa,5,VOA Doe
"Improved e-waste management and potential for employment creation through the collection and recycling of e-waste: In the case of Maseru, Lesotho (Master's ...",2022.0,Thesis.,THES,,,"""circular economy policy"" OR ""e-waste legislation"" OR ""digital waste strategy"") AND (Africa OR any African country OR region);","E-waste is growing at an alarming rate worldwide and the increase is a great concern amongst countries. Like many other developing African countries experiencing an upsurge in e-waste, Lesotho is no exception as there is high utilisation of electronics, especially personal and office computers, mobile phones, and different home appliances. Currently, Lesotho is challenged with a lack of legislation addressing e-waste and an absence of infrastructural ways of recycling e-waste formally. Lesotho is therefore left with insufficient information on the quantity of e-waste generated, collected, and recycled. The only liable ewaste collecting company that exists in the capital, Maseru, collects, dismantles, and exports the e-waste to South Africa for recycling. This research study aimed at exploring how through the collection and recycling of e-waste, improved e-waste management can employ Basotho in Maseru. Semi-structured interviews were conducted with open-ended questions which were designed to explore how employment creation opportunities in Maseru could be created through e-waste collection and recycling. A total of eight (8) participants were interviewed and identified as e-waste collectors, consumers, refurbishers, and producers situated in Maseru,(four individuals, and four organisations including the DoE official). The eight participants were the only key players in the e-waste pool that supplemented the interviews. The people who are already involved in the repairing and refurbishing of electronic and electrical equipment in Maseru to lengthen electrical and electronic equipment lifespan, are an indication that there are already available people with technical skills in the country from whose ranks to grow and expand the ewaste sector.",Electronic Waste,DATA,,improved e waste management and potential for employment creation through the collection and recycling of e waste in the case of maseru lesotho master s,m,2022,improved e waste management and potential for employment creation through the collection and recycling of e waste in the case of maseru lesotho master s|2022|m,5,M Thakholi
Increasing the use of recycled textiles through business models and policies,2019.0,Article,JOUR,,,Textile waste AND textile recycling AND circular fashion AND Africa,"The current textile industry is among the most polluting industries and actions should be taken to decrease these negative impacts. One issue that should be addressed is the increasing amount of textile waste. Post-consumer textiles are often incinerated or downcycled due to many factors. In order to move towards a circular clothing system, businesses and policy makers play a major role. The purpose of this research is two-fold: identifying how business models can be adjusted to increase textile recycling; and exploring which policies have the potential to increase recycling. The exploratory variable-based approach provides researcher with real-world insights and an understanding of the textile recycling market. Business model adjustments are proposed using the Circular Business Model Canvas framework developed by Lewandowski (2016). Additionally, a policy package is proposed consisting of Mandatory EPR, consumer information and customer convenience.",Textile Waste,DATA,,increasing the use of recycled textiles through business models and policies,n,2019,increasing the use of recycled textiles through business models and policies|2019|n,5,N Kelderman
Influence Of Electronic Waste Management Systems in Kenya. A Critical Literature Review,2021.0,Review,JOUR,,,"""E-waste"" AND ""repair and refurbishment"" AND ""ICT waste"" AND (Africa OR any African country OR region);","Purpose: There is a variety of electronic waste found in the country ranging from computers, cellular phones, televisions sets, refrigerators, and entertainment electronics amongst others. The general objective of the study was access the influence of electronic waste management systems in Kenya. A critical literature review. Methodology: The paper used a desk study review methodology where relevant empirical literature was reviewed to identify main themes and to extract knowledge gaps. Findings: The study concludes that the methods employed in e-waste management were still inadequate. Most importers disposed of the undistributed computers and mobile phone at a discounted price to retailers and consumers. Very few importers used extended· producer responsibility. In addition, majority of the end users used auctioning as a method of e-waste management. Recommendations: The study suggested that there is a need for the manufacturer to design a system which provides incentives to consumers to bring back products to the appropriate collection points. The incentives can be used in the beginning of the collection scheme as a way of advertising the scheme and when the scheme is well established the manufacturer can review and determine if there is need for incentives.",Electronic Waste,DATA,,influence of electronic waste management systems in kenya a critical literature review,d,2021,influence of electronic waste management systems in kenya a critical literature review|2021|d,5,D Ngethe
"Influence of Plastic Waste Management on the Livelihoods of Informal Settlement Residents in Kajiado North Constituency, Kajiado County, Kenya",2018.0,Article,JOUR,,https://www.researchgate.net/publication/329091415_INFLUENCE_OF_PLASTIC_WASTE_MANAGEMENT_ON_THE_LIVELIHOODS_OF_INFORMAL_SETTLEMENT_RESIDENTS_IN_KAJIADO_NORTH_CONSTITUENCY_KAJIADO_COUNTY_KENYA,“Informal waste sector” AND “Plastic waste pickers” AND “income generation” AND “Africa”,"Purpose:The study aimed atexaminingthe influence of plastic waste management on the livelihoods of residents in the informal settlements in Kajiado North Constituency. Methods: This study used mixed method research design. The target population in this study was households which comprised of informal settlement residents, business outlets or owners and waste segregators.Thesample population was 96 informants living within the informal settlements in Kajiado North Constituency. Purposive sampling was used during this study. The study collected both quantitative and qualitative data through key informant, interviews and questionnaires. This study also utilized both primary and secondary sources of data.The research instruments were tested to determine their reliability and validity. The data gathered were quantitatively and qualitatively analyzed to determine if certain conjectures were substantiated. Results:The problems facing developing countries in handling of plastic waste are not impossible to solve but they need concerted effort from all sectors of society. Management of plastic waste is the responsibility of every resident. Meaning that an all-inclusive approach should be adopted in order to achieve any meaningful and lasting solution and eliminate the exploitation of the informal plastic waste collectors. Unique contribution to theory, practice and policy:There should be a participatory approach in the management of Plastic Waste by involving all stakeholders who include the civil society, NGOS, CBOs and the informal sector so as to facilitate the planning process, mobilization of resources and the maintenance of economic, social and environmental infrastructure",Plastic Waste,DATA,,influence of plastic waste management on the livelihoods of informal settlement residents in kajiado north constituency kajiado county kenya,ochieng,2018,influence of plastic waste management on the livelihoods of informal settlement residents in kajiado north constituency kajiado county kenya|2018|ochieng,9,"Ochieng, Kevin; Okuto, M; Wambui, T"
"Informal e-waste management in Lagos, Nigeria–socio-economic impacts and feasibility of international recycling co-operations",2011.0,Article,JOUR,,,"""E-waste"" AND ""repair and refurbishment"" AND ""ICT waste"" AND (Africa OR any African country OR region);","While the environmental problems from inappropriate recycling of e-waste have long been important topics for waste managers and policy makers in industrialised countries, it is only a few years ago, that international attention shifted towards the increasing e-waste problem in emerging economies and developing countries. For Nigeria, attention was particularly enhanced by the film “The digital dump” on e-waste imports and uncontrolled disposal in 2005 (Puckett 2005). The film produced by Basel Action Network (BAN) gave first insights into the rapidly increasing trade with used and obsolete electrical and electronic products from industrialised countries to port cities like Lagos in Nigeria. Subsequently, Nigerian scientists further investigated the environmental impacts resulting from this waste stream and published various articles covering this issue (Nnorom et al. 2007, Nnorom & Osibanjo 2008a, Nnorom & Osibanjo 2008b). The scientific debate was followed by an ongoing public and political discussion on how to deal with this problem, which has not only environmental, but also social and economic implications. In Nigeria, the domestic consumption of electrical and electronic devices is increasing rapidly, which is leading to rapidly growing e-waste volumes. As indicated by the survey results of component 1 and 2 of the E-waste Africa Project, Nigeria’s e-waste generation is by far the highest in all West African countries. These volumes, along with the absence of environmentally sound management systems for this particular waste stream, have manifold impacts on the environment, local communities and the economic system in Nigeria. Although obsolete electric and electronic devices undergo some basic form of recycling in Nigeria, many e-waste fractions cannot be managed appropriately, which is resulting in the accumulation of large hazardous waste volumes in and around major refurbishing and recycling centres. Furthermore, some recycling practices – like the open burning of cables and plastic parts – cause severe emissions of pollutants such as heavy metals and dioxins. Additionally, electrical and electronic equipments contain a whole range of valuable metals like copper, palladium, gold, silver, indium and germanium that are lost if not recovered in an early stage of waste treatment. Although the current recycling practices mainly focus on the recovery of steel, aluminium and copper, they are quite inefficient for other metals. On a global perspective, this loss of scarce metals has to be compensated by intensified mining activities, which in turn have severe sustainability impacts in mining areas worldwide. Apart from domestic consumption, the e-waste problem in Nigeria is aggravated by an ongoing stream of used and obsolete electrical and electronic equipment from industrialized countries entering Nigeria’s ports. Also here, Nigeria clearly sticks out of all other West African countries as import volumes are significantly higher than in all neighbouring countries, including Benin and Ghana. Although a certain portion of this imported equipment is refurbished in second-hand markets, many devices and components prove unsuitable for reuse and further add to the local e-waste generation.",Electronic Waste,DATA,,informal e waste management in lagos nigeria socio economic impacts and feasibility of international recycling co operations,a,2011,informal e waste management in lagos nigeria socio economic impacts and feasibility of international recycling co operations|2011|a,6,"A Manhart, O Osibanjo; A Aderinto, S Prakash"
Initial Assessment of Gender Considerations in Plastics Policy,2023.0,Article,JOUR,,https://dukespace.lib.duke.edu/bitstreams/c0542836-6046-4148-8893-2cf7e767dce4/download,Single-use plastics AND plastic alternatives AND climate impact of plastics AND Africa,"Globally, the generation of plastic products and subsequent mismanagement of plastic waste in the environment has proliferated since the 1940s. Approximately two-thirds of all plastic ever produced is still in the environment in some form today (Azoulay et al. 2019). Without meaningful and systemic improvements in the design, use, and disposal of plastics, production and waste generation is expected to triple by 2060 (OECD 2 Pollution from across the plastics life cycle has resulted in a myriad of global ecological, social, and economic consequences (Worm et al. 2017). An increasing body of evidence demonstrates that the effect of plastic across socioecological systems is not equitable or proportionate across populations (Karasik et al. 2023a; Landrigan et al. 2023). In particular, women1 are found to be disproportionately burdened and impacted by the harmful effects of plastic across the life cycle of products. These burdens vary across cultural, socioeconomic, and political contexts, and based on how women engage with plastic, but broadly include health and safety impacts, access to opportunities in the waste sector, and exposures to harmful plasticassociated chemicals.022).",Plastic Waste,DATA,,initial assessment of gender considerations in plastics policy,nm,2023,initial assessment of gender considerations in plastics policy|2023|nm,9,NM Dixon; S Skarjune; R Mason...
Insect farming: a circular economy solution to create value for food loss and waste,2024.0,Article,JOUR,,,Regenerative agriculture AND food security AND livelihood ANDAfrica,"The Food and Agriculture Organization (FAO) projects the global population to reach 9.7 billion by 2050. As such, food demand is expected to increase by 70% to meet food and nutritional security of the expanding population. Globally hunger is widely prevalent in the Africa, South Asia and in some Oceania islands. Therefore, population expansion and rapid urbanisation, coupled with the effects of the three Cs – COVID-19, climate change, and conflicts – are impacting food security in most of these regions. By 2050, 68% of the global population is anticipated to live in cities resulting in rising food prices, unemployment, and environmental degradation through massive accumulation of organic wastes, with only a very small proportion of it appropriately recycled in developing countries. Increasing income of urban dwellers has significantly increased the demand for crop and animal products, while lack of cost-efficient inputs such as fertilisers and feeds is constraining crop and livestock productivity. Ironically 33% of the food produced globally never manages to feed the people due to various post-harvest losses. These diverse and interlinked developmental challenges call for innovative solutions to address them. Use of insects such as black soldier fly, Hermetia illucens, for recycling organic wastes into nutrient-rich organic fertilisers for crop productivity, while also supplying high-quality insect biomass which is rich in crude proteins, fats, gross energy, well-balanced amino acids and vitamins for the feed sector to enhance livestock productivity, is one of these approaches. This is an innovative, eco-friendly and circular solution that contributes to environmental sustainability (mitigation of waste), food security (enhanced crop and livestock production) and has the potential to contribute to critically needed employment for youth and women in Africa, South Asia and the Pacific Islands. Furthermore, the high quality and locally produced insect protein and insect-based organic fertilisers can be excellent substitutes for often imported feed protein additives and synthetic fertilisers, and have the potential to reduce the import bills of several developing and underdeveloped nations.",Agrifood Systems,Articles,,insect farming a circular economy solution to create value for food loss and waste,fm,2024,insect farming a circular economy solution to create value for food loss and waste|2024|fm,5,FM Khamis
Introduction to sustainable fibres for fashion and textiles,2023.0,Article,JOUR,,,Textile waste AND textile recycling AND circular fashion AND Africa,"Fibres are the backbone of the fashion and textile industry and their sustainability and environmental impact are felt along the value chain. The survival of the industry and protection of the environment depend on the sustainability of the fibres and the subsequent downstream methods. Natural and man-made fibres are used to manufacture fashion and textile products. Cotton dominates the category of natural fibres, whereas polyester dominates the man-made fibre category. Natural fibres are more suitable to be used as sustainable fibres as they cause minimal damage to the environment and in contrast man-made fibres are not as they are not from renewable sources. Polyester has a higher carbon footprint than cotton; however, when it comes to water consumption, cotton consumes more water than polyester. Recycling, reduce and reuse of waste especially in cotton and polyester fibres is important in achieving sustainability goals. Recycling, reduce and reuse take away waste that would have ended up in landfills and incineration resulting in environmental problems. Designers are encouraged to customize their design and make products that can be worn in all seasons and they must use fibres and dyes that do not damage the environment and use less energy. Fibre materials that are flexible, durable and last longer resulting in a reduced need for new fibres to make new products. Consumers play an important role in protecting the environment by buying environmentally friendly products made from sustainable fibres.",Textile Waste,DATA,,introduction to sustainable fibres for fashion and textiles,l,2023,introduction to sustainable fibres for fashion and textiles|2023|l,6,L Maduna; A Patnaik
Investigating Postconsumer Clothing Wastes for Sustainable Waste Management: A Circular Economy Approach,2024.0,Article,JOUR,,,Textile waste AND textile recycling AND circular fashion AND Africa,"Clothing consumers mostly purchase, use, and dispose of clothing products in a linear business model. This approach pollutes the environment and causes economic and social crises in the ecosystems. This study evaluates the amount of generated postconsumer clothing waste (PCCW) and proposes recycling as a sustainable waste management approach. Data were collected to understand disposal behavior of consumers with 474 respondents selected from households in Bahir Dar city. The findings show that all the determinant factors on the PCCW generation level except religion were significant. The most frequently disposed type of clothing waste is jeans-trouser (51%). The CEBM was used to develop alternative products from jeans-based clothing waste. The jean's fiber and fabric-reinforced composite materials were developed using unsaturated polyester resin as a sustainable way of PCCW management strategy. The shredded form fiber-reinforced composite was found to have a smoother surface than that of the chopped or cut fabric-reinforced composite. The product was characterized by physical and mechanical properties. The study can be further extended to the scope of the entire consumers in Ethiopia and alternative recyclable products can be studied.",Textile Waste,DATA,,investigating postconsumer clothing wastes for sustainable waste management a circular economy approach,s,2024,investigating postconsumer clothing wastes for sustainable waste management a circular economy approach|2024|s,6,S Aysheshim; SS Hailemariam
"INVESTIGATION INTO AGRO-FOOD WASTE BENEFICIATION IN KANSANGA–CENTRAL REGION IN KAMPALA, UGANDA",2019.0,Article,JOUR,,,Agricultural waste AND biogas AND GHG emissions AND Africa,"Agricultural waste generation poses a significant challenge to food security and threaten the social and environmental stability of the world ecosystem. There is little or no support from the government with regards to policies, resources mobilization and strategies to motivates waste reclamation, or to support its use as raw materials for industrial resources/clean energy generation. Pre-existing designs for wastes handling proved too expensive, inaccessible, and with a low-performance throughput. The focus of this research is toward the development of a waste management strategy and scheme which emphasize the conversion of reusable wastes to energy, in Uganda. In the present paper, the author's analyses the availability organic waste resources, around the city of Kampala in Uganda. Animal Dung & Biomedical-degradable Wastes (ADBD), and Vegetables, seeds & Fruit- peel Wastes (VSFP) were sourced from different hot-spots. Fruit peels, seeds, corn cob, sugarcane bagasse, rice husk, groundnut shells, as well as animal droppings, and wastes from abattoirs, market centers, restaurants, homes, and industries fall into the categories of ADBD and VSFP waste selected for the study. Bio methanol gas which was derived from the ADBD and VSFP substrate gave 52.4% and 48.6% respectively. Effective waste collection, and management is needed to transform the huge agricultural propensity and waste generation for socio-economic and environmental gain.",Agrifood Systems,Articles,,investigation into agro food waste beneficiation in kansanga central region in kampala uganda,o,2019,investigation into agro food waste beneficiation in kansanga central region in kampala uganda|2019|o,6,O Peter; C Mbohwa
Is one man’s garbage another’s toxic treasure A brief look into the informal recycling of waste on landfills and associated health challenges in South Africa,2019.0,Article,JOUR,,https://www.occhealth.co.za/_assets/articles/327/1993.pdf,“Informal waste sector” AND “Plastic waste pickers” AND “income generation” AND “Africa”,"Introduction: As South African consumerism has risen, the waste being generated has increased. Poor accessibility to recycling infrastructures in communities has resulted in a high influx of reusable waste at landfills.1 Waste disposal through landfills is the primary form of disposal worldwide. According to the World Bank (2018), South Africans produce 0.50-0.99 kg of waste per capita per day.2 In 2017, the Department of Environment, Forestry and Fisheries (DEFF), formerly the Department of Environmental Affairs, reported that 75% of this waste is disposed of in landfills across the country.3 This has, to some degree, created a ‘gold rush’ to landfills as underprivileged and unemployed men and women in urban communities turn to waste recycling as a form of income generation.",Plastic Waste,DATA,,is one man s garbage another s toxic treasure a brief look into the informal recycling of waste on landfills and associated health challenges in south africa,maeteletja,2019,is one man s garbage another s toxic treasure a brief look into the informal recycling of waste on landfills and associated health challenges in south africa|2019|maeteletja,9,"Maeteletja, T; Wichmann, J; Manganyi, J"
Is price and cost competitiveness enough for apparel firms to gain market share in the world after quotas? A review,2014.0,Article,JOUR,,,Post-consumer textile waste AND upcycling AND sustainable textiles AND Africa OR any African country OR region,"This paper challenges the frequently held position that price, volumes and cost-competitiveness will be enough for export success among apparel producers in supplier countries post-MFA. Based on areview of the growing literature on the changing organization of production and trade regimes in the global textiles and apparel industry, the paper argues that while cost-competitiveness is im portant, several additional, non-price and institutional factors are key to the competitiveness of textile and apparel producers going forward. In an environment of volatility and intensified com petition where buyers increasingly demand variety, quality, and timely delivery in addition to price, competing on the basis of low wages and large volumes can lock producers at the lowest end of the value chain where price competition is the harshest and where opportunities to cultivate the skills needed to sustain competitiveness are limited. The paper illustrates this with examples from China, India and Latin America. Specifically, it makes the point that the attribution of China’s remarkable export performance in textiles and apparel to its low labor costs and large production scales is, in part, a misreading of the China story. China’s unit costs are low, and its production scales enormous, but they are embedded within crucial abilities, key investments by the state, and access to world class distribution networks organized by locally rooted Hong Kong, Taiwanese and South Korean companies that have helped lower the “costs” of large scales of operation (i.e., of rigidity) in the context of uncertain markets. The end of quotas, and the ongoing churning in the global division of labor can be an opportunity for apparel firms to chart an alternative growth path based on deeper skills, innovation, design and quality upgrading, in addition to low unit costs.",Textile Waste,DATA,,is price and cost competitiveness enough for apparel firms to gain market share in the world after quotas a review,meenu,2014,is price and cost competitiveness enough for apparel firms to gain market share in the world after quotas a review|2014|meenu,5,Meenu Tewari
Job creation and income generation in the cultural and creative industries: a case study of the shweshwe sewing industry,2024.0,Article,JOUR,,,Post-consumer textile waste AND upcycling AND sustainable textiles AND Africa OR any African country OR region,"Worldwide, there has been a growing realisationof the importance of Cultural and Creative Industries as a driving force for employment creation, income generation and economic growth. Therefore, there is a need in South Africa to study and understand these industries setting, and business environment. Shweshwe is a unique local fabric produced by Da Gama Textiles in the Eastern Cape province of South Africa. This fabric is used by many micro-enterprises as an input to make clothes and other items for traditional cultural celebrations and ceremonies. This study is about the micro-enterprises who use South Africa made textiles (i.e. shweshwe textile) as business input. More specifically, it looks at employment creation and income generation opportunities of the micro-enterprises that use shweshwe textile as an input. These micro-enterprises and shweshwe production are being threatened by the rising influx of cheaper ready-made imported clothes that mimic the shweshwe designs and colours, in some cases, the logo as well. This study also plans to estimate the size and discover the attributes of the micro-enterprises that use shweshwe as an input in their businesses in South Africa, in order to estimate the impact of the counterfeit shweshwe imports on those micro-enterprises. This study adopted a mixed-methods approach-using a combination of both qualitative and quantitative data collection methods. Face-to-face interviews with questionnaires, were done with a total sample of 62 owners of the micro-enterprises that use shweshwe as input, in the Western Cape (Cape Town) and Eastern Cape (i.e. Makhanda and East London), South Africa. Self-administered questionnaires were emailed to 20 Jackson’s Stores managers across the country. Lastly, face-to-face interviews were done with the key stakeholder-the representative of Cowie trading (the main shweshwe distributor) and Da Gama Textiles (the factory of shweshwe), during a field visit. The Qualitative data was analysed using thematic analysis, whereas the quantitative data was analysed using inferential and descriptive statistics. The results show, that the micro-enterprises that use shweshwe as input are a significant contributor in terms of employment creation and income generation in South Africa. They also reveal that there is a big number of micro-enterprises that use shweshwe as an input in SA. The findings showed an estimate of between 5077 and 6000 small businesses that are using shweshwe an input, which are associated with 10 900 to 12 900 jobs. It was also found out that there is a transformation in this industry, and that this sector is B-BEE compliant. There are also high levels of human capital in this industry. This is an important finding revealing that there is potential for future growth in this sector. Results also found that the majority micro-enterprise owners (80%) have no other source of income, meaning that they are highly reliant on their shweshwe sewing business income. Additionally, 85% of those business, shweshwe garments makes up half or more of their sewing business proceeds. This reveals that a decline in income caused by the import of ready-made clothes in “fake” shweshwe will have a negative impact on the micro-enterprises’ ability to contribute to economic growth and job creation in this industry. To show the impact of the import of ready-made clothes in “fake” shweshwe on the micro-enterprises’ ability to contribute to economic growth and job creation in this industry. In the questionnaires that were used to conduct face-to-face interviews with the micro-enterprises, respondents were asked to indicate whether they had other sources of income other than the income they generate from the shweshwe sewing business. They were further asked as follow up question to choose from a given list of possible options containing a range of percentages of their business income that comes from the work sewn with shweshwe. This question was asked in order to be able to see, if there were to be a decline in income caused by the import of ready-made clothes in “fake” shweshwe what impact it would have on the micro-enterprises that use shweshwe as an input. The theory of industrial organisation has adopted the view of that businesses operating in the formal sector are more efficient and productive than those in the informal sector (Lobato, 2010). The study found that the micro-enterprises that operate in the formal sector generate more turnover than the ones that operate in the informal sector. However, the theory was further tested by running OLS regression, the results showed that operating in the informal sector does not affect turnover when other variables are controlled for, however, that it does affect job creation. In closing, this thesis provides suggestions on how to support, and protect the micro-enterprises that use shweshwe as an input, in order to enhance this industry’s potential also to ensure its continuous contribution in terms of employment creation and income generation in South Africa.",Textile Waste,DATA,,job creation and income generation in the cultural and creative industries a case study of the shweshwe sewing industry,mapuma,2024,job creation and income generation in the cultural and creative industries a case study of the shweshwe sewing industry|2024|mapuma,5,Mapuma Aviwe Simbonge
Job creation in Africa's second-hand clothing sector,2024.0,Article,JOUR,,,Post-consumer textile waste AND upcycling AND sustainable textiles AND Africa OR any African country OR region,"This research demonstrates that the second-hand clothing (SHC) sector provides millions of people in Africa with accessible and flexible employment. As such the sector acts as an important driver of employment opportunities in African labour markets which otherwise remain almost wholly dependent on non-mechanised agriculture. Until now, there have been few attempts to more precisely quantify the impact of the SHC sector on employment in African countries. Given the informal nature of the labour market, with 85% of all employment in Sub-Saharan Africa categorised as informal, there are methodological challenges in producing reliable estimates. This report fills that gap in the literature by drawing on case studies from five countries. The countries in this study continue to suffer from high levels of extreme poverty, defined as living below the International Poverty Line of $2.15 a day. In addition to creating jobs that benefit millions of livelihoods, the SHC trade also provides a valuable and dependable revenue stream for African governments, primarily through charging import duties. This report advocates for governments and policy makers to examine their approach to used clothing afresh given the demonstrably positive economic, social and environmental impact of the sector:",Textile Waste,DATA,,job creation in africa s second hand clothing sector,j,2024,job creation in africa s second hand clothing sector|2024|j,6,J Feyertag; P Diamond
"JOURNAL OF AFRICAN EMPLOYMENT, ENTREPRENEURSHIP AND SKILLS DEVELOPMENT (JAEESD)",2021.0,Journal,JOUR,,https://arua-coe-usd.com/wp-content/uploads/2022/03/Journal-of-African-Employment-Entrepreneurship-and-Skills-Development.docx-1.pdf,“Single use plastics” AND “Plastic alternatives”AND “climate impact of Plastics” AND “Africa,"This piece introduces the thematic focus of JAEESD, highlighting research in employment, entrepreneurship, and skills development across Africa, including waste-related enterprises.",Plastic Waste,DATA,,journal of african employment entrepreneurship and skills development jaeesd,side,2021,journal of african employment entrepreneurship and skills development jaeesd|2021|side,8,"Side, Right-Hand; Floor, First"
